codigo_a,codigo_b,establecimiento_a,establecimiento_b,score_nombre,score_direccion,mismo_telefono,misma_jornada,mismo_plan
00-01-0347-46,00-01-0348-46,CENTRO EDUCATIVO LICEO EVANGÉLICO CAMINO Y VERDAD,CENTRO EDUCATIVO LICEO EVANGÉLICO CAMINO Y VERDAD,100.0,100.0,True,True,True
00-01-0347-46,00-01-9328-46,CENTRO EDUCATIVO LICEO EVANGÉLICO CAMINO Y VERDAD,CENTRO EDUCATIVO LICEO EVANGELICO CAMINO Y VERDAD,100.0,96.3,True,True,True
00-01-0348-46,00-01-9328-46,CENTRO EDUCATIVO LICEO EVANGÉLICO CAMINO Y VERDAD,CENTRO EDUCATIVO LICEO EVANGELICO CAMINO Y VERDAD,100.0,96.3,True,True,True
00-01-0353-46,00-01-0582-46,LICEO TECNICO INTEGRAL SANTA TERESA DE JESUS,LICEO TÉCNICO INTEGRAL SANTA TERESA DE JESÚS,100.0,100.0,True,True,True
00-01-0363-46,00-01-0364-46,CENTRO EDUCACIONAL MIXTO PRIVADO KINGSTON,CENTRO EDUCACIONAL MIXTO PRIVADO KINGSTON,100.0,100.0,True,True,True
00-01-0366-46,00-01-2908-46,"INSTITUTO PARTICULAR MIXTO ""CIENCIA Y DESARROLLO""","INSTITUTO PARTICULAR MIXTO ""CIENCIA Y DESARROLLO""",100.0,100.0,True,True,True
00-01-0368-46,00-01-0639-46,LICEO TECNOLÓGICO MAYA DE GUATEMALA,LICEO TECNOLÓGICO MAYA DE GUATEMALA II,95.9,83.3,False,True,True
00-01-0369-46,00-01-0644-46,LICEO TECNOLÓGICO MAYA DE GUATEMALA,LICEO TECNOLOGICO MAYA DE GUATEMALA III,94.6,74.1,False,True,True
00-01-0369-46,00-01-0645-46,LICEO TECNOLÓGICO MAYA DE GUATEMALA,LICEO TECNOLOGICO MAYA DE GUATEMALA III,94.6,74.1,False,True,True
00-01-0376-46,00-01-0377-46,LICEO TECNICO INTEGRAL SANTA TERESA DE JESUS,LICEO TECNICO INTEGRAL SANTA TERESA DE JESUS,100.0,100.0,True,True,True
00-01-0388-46,00-01-0390-46,COLEGIO DE INNOVACIÓN TECNOLÓGICA EDUCATIVA (C.I.T.E.),COLEGIO DE INNOVACIÓN TECNOLÓGICA EDUCATIVA (C.I.T.E.),100.0,100.0,True,True,True
00-01-0398-46,00-01-0399-46,COLEGIO TECNOLOGICO LA MISION,COLEGIO TECNOLOGICO LA MISION,100.0,100.0,False,True,True
00-01-0402-46,00-01-0564-46,INSTITUTO GUILLERMO PUTZEYS ALVAREZ,INSTITUTO GUILLERMO PUTZEYS ÁLVAREZ,100.0,100.0,True,True,True
00-01-0407-46,00-01-0409-46,LICEO METROPOLITANO EN COMPUTACION III,LICEO METROPOLITANO EN COMPUTACION III,100.0,100.0,True,True,True
00-01-0433-46,00-01-0434-46,CENTRO DE ESUTIOS INTEGRALES HUGO ROBLES,CENTRO DE ESTUDIOS INTEGRALES HUGO ROBLES,96.3,100.0,True,True,True
00-01-0440-46,00-01-0441-46,LICEO MULTICULTURAL GUATEMALTECO,LICEO MULTICULTURAL GUATEMALTECO,100.0,100.0,False,True,True
00-01-0450-46,00-01-0451-46,LICEO PROFESIONAL SANTANDER,LICEO PROFESIONAL SANTANDER,100.0,60.6,True,True,True
00-01-0458-46,00-01-0460-46,LICEO CULTURAL ESPAÑOL,LICEO CULTURAL ESPAÑOL,100.0,100.0,True,True,True
00-01-0465-46,00-01-9780-46,COLEGIO VALVERDE NO. 2,COLEGIO VALVERDE NO.2,93.0,100.0,True,True,True
00-01-0467-46,00-01-0468-46,LICEO INTEGRAL BILINGUE LAN-DER,LICEO INTEGRAL BILINGUE LAN-DER,100.0,100.0,True,True,True
00-01-0467-46,00-01-0475-46,LICEO INTEGRAL BILINGUE LAN-DER,LICEO INTEGRAL BILINGUE LAN-DER,100.0,100.0,True,True,True
00-01-0468-46,00-01-0475-46,LICEO INTEGRAL BILINGUE LAN-DER,LICEO INTEGRAL BILINGUE LAN-DER,100.0,100.0,True,True,True
00-01-0482-46,00-01-9116-46,CENTRO EDUCATIVO MIXTO MONTENEVADO,CENTRO EDUCATIVO MIXTO MONTENEVADO,100.0,97.0,False,True,True
00-01-0520-46,00-01-0521-46,"""LICEO MONTE SINAÍ""","""LICEO MONTE SINAÍ""",100.0,100.0,True,True,True
00-01-0531-46,00-01-0532-46,LICEO HISPANOAMERICANO NO. 3,LICEO HISPANOAMERICANO NO. 3,100.0,33.3,True,True,True
00-01-0534-46,00-01-0688-46,INSTITUTO GUILLERMO PUTZEYS ÁLVAREZ,INSTITUTO GUILLERMO PUTZEYS ÁLVAREZ,100.0,78.8,True,True,True
00-01-0534-46,00-01-2385-46,INSTITUTO GUILLERMO PUTZEYS ÁLVAREZ,INSTITUTO GUILLERMO PUTZEYS ÁLVAREZ,100.0,100.0,True,True,True
00-01-0534-46,00-01-9773-46,INSTITUTO GUILLERMO PUTZEYS ÁLVAREZ,INSTITUTO GUILLERMO PUTZEYS ÁLVAREZ,100.0,100.0,True,True,True
00-01-0542-46,00-01-9452-46,LICEO DE COMPUTACIÓN C.S.S.,LICEO DE COMPUTACION C.S.S.,100.0,100.0,True,True,True
00-01-0546-46,00-01-0742-46,"INSTITUTO MIXTO NOCTURNO DE EDUCACIÓN DIVERSIFICADA POR MADUREZ ""PEDRO ARRIAZA MATA""","INSTITUTO MIXTO NOCTURNO DE EDUCACIÓN DIVERSIFICADA POR MADUREZ ""PEDRO ARRIAZA MATA""",100.0,94.1,True,True,True
00-01-0555-46,00-01-0557-46,COLEGIO TECNOLÓGICO CENTRO CULTURAL DE LAS AMÉRICAS,COLEGIO TECNOLÓGICO CENTRO CULTURAL DE LAS AMÉRICAS,100.0,100.0,True,True,True
00-01-0560-46,00-01-0672-46,COLEGIO TECNOLÓGICO CENTRO CULTURAL DE LAS AMÉRICAS,COLEGIO TECNOLÓGICO CENTRO CULTURAL DE LAS AMÉRICAS,100.0,92.3,False,True,True
00-01-0571-46,00-01-0694-46,COLEGIO MIXTO SANTO DOMINGO,COLEGIO MIXTO SANTO DOMINGO,100.0,76.5,True,True,True
00-01-0573-46,00-01-0574-46,COLEGIO MIXTO SANTO DOMINGO,COLEGIO MIXTO SANTO DOMINGO,100.0,63.4,True,True,True
00-01-0581-46,00-01-4336-46,LICEO SAN ANTONIO,LICEO SAN ANTONIO,100.0,100.0,True,True,True
00-01-0584-46,00-01-0585-46,COLEGIO INTERNACIONAL CAMBRIDGE (CIS),COLEGIO INTERNACIONAL CAMBRIDGE (CIS),100.0,95.0,True,True,True
00-01-0587-46,00-01-8845-46,"CENTRO EDUCATIVO ""MONTENEVADO""",CENTRO EDUCATIVO 'MONTENEVADO',93.3,96.3,True,True,True
00-01-0588-46,00-01-7654-46,"COLEGIO MIXTO ""INDO LATINO¨","COLEGIO MIXTO ""INDO LATINO""",100.0,66.7,True,True,True
00-01-0588-46,00-01-7655-46,"COLEGIO MIXTO ""INDO LATINO¨","COLEGIO MIXTO ""INDO LATINO""",100.0,66.7,True,True,True
00-01-0593-46,00-01-8030-46,COLEGIO BILINGÜE ESPECIALIZADO EN COMPUTACIÓN YULIMAY´PC,COLEGIO BILINGÜE ESPECIALIZADO EN COMPUTACIÓN YULIMAY´PC,100.0,100.0,True,True,True
00-01-0596-46,00-01-9470-46,LICEO HISPANOAMERICANO,LICEO HISPANOAMERICANO,100.0,73.3,True,True,True
00-01-0598-46,00-01-0721-46,ESCUELA SUPERIOR DE INFORMATICA,ESCUELA SUPERIOR DE INFORMATICA,100.0,28.6,True,True,True
00-01-0598-46,00-02-0064-46,ESCUELA SUPERIOR DE INFORMATICA,ESCUELA SUPERIOR DE INFORMÁTICA,100.0,28.6,True,True,True
00-01-0598-46,00-02-0072-46,ESCUELA SUPERIOR DE INFORMATICA,ESCUELA SUPERIOR DE INFORMÁTICA,100.0,23.5,True,True,True
00-01-0598-46,00-02-0080-46,ESCUELA SUPERIOR DE INFORMATICA,ESCUELA SUPERIOR DE INFORMÁTICA,100.0,25.6,True,True,True
00-01-0600-46,00-01-7221-46,LICEO TÉCNICO COMERCIAL,LICEO TECNICO COMERCIAL,100.0,97.0,True,True,True
00-01-0603-46,00-02-0081-46,INSTITUTO TÉCNICO SUPERIOR,INSTITUTO TÉCNICO SUPERIOR,100.0,35.9,True,True,True
00-01-0605-46,00-01-0700-46,LICEO TÉCNICO CIENCIA Y DESARROLLO,LICEO TÉCNICO CIENCIA Y DESARROLLO,100.0,92.9,True,True,True
00-01-0605-46,00-01-7321-46,LICEO TÉCNICO CIENCIA Y DESARROLLO,LICEO TÉCNICO CIENCIA Y DESARROLLO,100.0,100.0,True,True,True
00-01-0608-46,00-01-0882-46,INSTITUTO TECNOLÓGICO DE COMPUTACIÓN I.T.C.,INSTITUTO TECNOLÓGICO DE COMPUTACIÓN I.T.C.,100.0,100.0,True,True,True
00-01-0638-46,00-01-0724-46,INSTITUTO GUILLERMO PUTZEYS ÁLVAREZ,INSTITUTO GUILLERMO PUTZEYS ÁLVAREZ,100.0,100.0,True,True,True
00-01-0639-46,00-01-0640-46,LICEO TECNOLÓGICO MAYA DE GUATEMALA II,LICEO TECNOLÓGICO MAYA DE GUATEMALA II,100.0,34.5,True,True,True
00-01-0639-46,00-01-0644-46,LICEO TECNOLÓGICO MAYA DE GUATEMALA II,LICEO TECNOLOGICO MAYA DE GUATEMALA III,98.7,72.0,False,True,True
00-01-0639-46,00-01-0645-46,LICEO TECNOLÓGICO MAYA DE GUATEMALA II,LICEO TECNOLOGICO MAYA DE GUATEMALA III,98.7,72.0,False,True,True
00-01-0641-46,00-01-0642-46,LICEO TECNOLÓGICO MAYA DE GUATEMALA II,LICEO TECNOLÓGICO MAYA DE GUATEMALA III,98.7,72.0,False,True,True
00-01-0641-46,00-01-9594-46,LICEO TECNOLÓGICO MAYA DE GUATEMALA II,LICEO TECNÓLOGICO MAYA DE GUATEMALA,95.9,83.3,True,True,True
00-01-0643-46,00-01-0646-46,LICEO TECNOLOGICO MAYA DE GUATEMALA III,LICEO TECNOLÓGICO MAYA DE GUATEMALA II,98.7,72.0,False,True,True
00-01-0644-46,00-01-0645-46,LICEO TECNOLOGICO MAYA DE GUATEMALA III,LICEO TECNOLOGICO MAYA DE GUATEMALA III,100.0,100.0,True,True,True
00-01-0646-46,00-01-9595-46,LICEO TECNOLÓGICO MAYA DE GUATEMALA II,LICEO TECNÓLOGICO MAYA DE GUATEMALA,95.9,83.3,True,True,True
00-01-0662-46,00-01-0663-46,LICEO HISPANOAMERICANO NO. 4,LICEO HISPANOAMERICANO NO. 4,100.0,100.0,True,True,True
00-01-0662-46,00-01-0664-46,LICEO HISPANOAMERICANO NO. 4,LICEO HISPANOAMERICANO NO. 4,100.0,100.0,True,True,True
00-01-0663-46,00-01-0664-46,LICEO HISPANOAMERICANO NO. 4,LICEO HISPANOAMERICANO NO. 4,100.0,100.0,True,True,True
00-01-0666-46,00-01-0667-46,LICEO HISPANOAMERICANO NO. 4,LICEO HISPANOAMERICANO NO. 4,100.0,100.0,True,True,True
00-01-0677-46,00-01-0685-46,COLEGIO CATÓLICO SAN LUCAS,COLEGIO CATÓLICO SAN LUCAS,100.0,100.0,True,True,True
00-01-0680-46,00-01-0681-46,INSTITUTO DE ESTUDIOS ALTERNATIVOS DE GUATEMALA,INSTITUTO DE ESTUDIOS ALTERNATIVOS DE GUATEMALA,100.0,100.0,True,True,True
00-01-0683-46,00-01-9825-46,LICEO VICTORIA Y LIBERTAD,LICEO VICTORIA Y LIBERTAD,100.0,100.0,False,True,True
00-01-0688-46,00-01-2385-46,INSTITUTO GUILLERMO PUTZEYS ÁLVAREZ,INSTITUTO GUILLERMO PUTZEYS ÁLVAREZ,100.0,78.8,True,True,True
00-01-0688-46,00-01-9773-46,INSTITUTO GUILLERMO PUTZEYS ÁLVAREZ,INSTITUTO GUILLERMO PUTZEYS ÁLVAREZ,100.0,78.8,True,True,True
00-01-0692-46,00-01-9836-46,LICEO DE COMPUTACIÓN SIGLO 21 NO. 3,LICEO DE COMPUTACION SIGLO 21 NO.3,95.7,100.0,False,True,True
00-01-0700-46,00-01-7321-46,LICEO TÉCNICO CIENCIA Y DESARROLLO,LICEO TÉCNICO CIENCIA Y DESARROLLO,100.0,92.9,True,True,True
00-01-0715-46,00-02-0079-46,ESCUELA TECNICA SUPERIOR ALINARI,"ESCUELA TÉCNICA SUPERIOR ""ALINARI""",97.0,36.8,True,True,True
00-01-0721-46,00-02-0064-46,ESCUELA SUPERIOR DE INFORMATICA,ESCUELA SUPERIOR DE INFORMÁTICA,100.0,40.0,True,True,True
00-01-0721-46,00-02-0072-46,ESCUELA SUPERIOR DE INFORMATICA,ESCUELA SUPERIOR DE INFORMÁTICA,100.0,41.2,True,True,True
00-01-0721-46,00-02-0080-46,ESCUELA SUPERIOR DE INFORMATICA,ESCUELA SUPERIOR DE INFORMÁTICA,100.0,51.3,True,True,True
00-01-0723-46,00-02-0090-46,INSTITUTO BILINGUE ANGLOAMERICANO,INSTITUTO BILINGÜE ANGLOAMERICANO,100.0,50.0,True,True,True
00-01-0762-46,00-01-0780-46,INSTITUTO TECNOLÓGICO DIGITALES COMERCIALES II,INSTITUTO TECNOLÓGICO DIGITALES COMERCIALES,96.6,85.7,False,True,True
00-01-0844-46,00-01-2461-46,INSTITUTO GUILLERMO PUTZEYS ÁLVAREZ,INSTITUTO GUILLERMO PUTZEYS ÁLVAREZ,100.0,100.0,True,True,True
00-01-0860-46,00-01-2469-46,ESCUELA NACIONAL CENTRAL DE CIENCIAS COMERCIALES,ESCUELA NACIONAL CENTRAL DE CIENCIAS COMERCIALES,100.0,100.0,True,True,True
00-01-0864-46,00-01-0865-46,"CENTRO TECNOLÓGICO DE COMPUTACIÓN ""LA MERCED""","CENTRO TECNOLÓGICO DE COMPUTACIÓN ""LA MERCED""",100.0,100.0,True,True,True
00-01-2385-46,00-01-9773-46,INSTITUTO GUILLERMO PUTZEYS ÁLVAREZ,INSTITUTO GUILLERMO PUTZEYS ÁLVAREZ,100.0,100.0,True,True,True
00-01-2468-46,00-01-3043-46,INSTITUTO AMERICANO EN CIENCIAS DE COMPUTACION,INSTITUTO AMERICANO EN CIENCIAS DE COMPUTACION,100.0,72.7,False,True,True
00-01-2905-46,00-01-4388-46,CENTRO DE COMPUTACION IMB-PC,CENTRO DE COMPUTACION IMB-PC,100.0,100.0,True,True,True
00-01-4396-46,00-01-9781-46,LICEO GUATEMALTECO DE COMPUTACION,LICEO GUATEMALTECO DE COMPUTACION,100.0,100.0,True,True,True
00-01-4403-46,00-01-8511-46,INSTITUTO TECNOLOGICO DIGITALES COMERCIALES,INSTITUTO TECNOLOGICO DIGITALES COMERCIALES,100.0,100.0,True,True,True
00-01-4406-46,00-01-6988-46,INSTITUTO AMERICANO EN CIENCIAS DE COMPUTACION,INSTITUTO AMERICANO EN CIENCIAS DE COMPUTACION,100.0,80.0,False,True,True
00-01-4406-46,00-01-7256-46,INSTITUTO AMERICANO EN CIENCIAS DE COMPUTACION,INSTITUTO AMERICANO EN CIENCIAS DE COMPUTACION,100.0,82.9,False,True,True
00-01-4406-46,00-01-8299-46,INSTITUTO AMERICANO EN CIENCIAS DE COMPUTACION,INSTITUTO AMERICANO EN CIENCIAS DE COMPUTACION,100.0,82.9,False,True,True
00-01-4439-46,00-18-6955-46,COLEGIO EVANGELICO 'HOGAR DE FE',COLEGIO EVANGELICO 'HOGAR DE FE',100.0,92.5,False,True,True
00-01-4732-46,00-01-4733-46,CENTRO INTEGRADO DE COMPUTACION Y TURISMO,CENTRO INTEGRADO DE COMPUTACION Y TURISMO,100.0,84.6,False,True,True
00-01-6988-46,00-01-7256-46,INSTITUTO AMERICANO EN CIENCIAS DE COMPUTACION,INSTITUTO AMERICANO EN CIENCIAS DE COMPUTACION,100.0,97.0,False,True,True
00-01-6988-46,00-01-8299-46,INSTITUTO AMERICANO EN CIENCIAS DE COMPUTACION,INSTITUTO AMERICANO EN CIENCIAS DE COMPUTACION,100.0,97.0,True,True,True
00-01-7151-46,00-01-7154-46,COLEGIO PRACTICO SECRETARIAL,COLEGIO PRACTICO SECRETARIAL,100.0,100.0,True,True,True
00-01-7151-46,00-01-9378-46,COLEGIO PRACTICO SECRETARIAL,COLEGIO PRACTICO SECRETARIAL,100.0,100.0,False,True,True
00-01-7154-46,00-01-9378-46,COLEGIO PRACTICO SECRETARIAL,COLEGIO PRACTICO SECRETARIAL,100.0,100.0,False,True,True
00-01-7188-46,00-01-7378-46,CENTRO PROFESIONAL DE ESTUDIOS EN COMPUTACION,CENTRO PROFESIONAL DE ESTUDIOS DE COMPUTACION,97.8,81.1,False,True,True
00-01-7256-46,00-01-8299-46,INSTITUTO AMERICANO EN CIENCIAS DE COMPUTACION,INSTITUTO AMERICANO EN CIENCIAS DE COMPUTACION,100.0,100.0,False,True,True
00-01-7260-46,00-01-7261-46,COLEGIO CIENTIFICO SECRETARIAL GUATEMALTECO,COLEGIO CIENTIFICO SECRETARIAL GUATEMALTECO,100.0,100.0,True,True,True
00-01-7297-46,00-01-7298-46,COLEGIO MAYBAL,COLEGIO MAYBAL,100.0,100.0,True,True,True
00-01-7329-46,00-01-9359-46,CENTRO PROFESIONAL DE ESTUDIOS DE COMPUTACION,CENTRO PROFESIONAL DE ESTUDIOS DE COMPUTACION,100.0,100.0,True,True,True
00-01-7597-46,00-01-9258-46,CENTRO TECNOLOGICO DE COMPUTACION LA MERCED S.A.,CENTRO TECNOLOGICO DE COMPUTACION LA MERCED,94.5,100.0,True,True,True
00-01-7597-46,00-02-0139-46,CENTRO TECNOLOGICO DE COMPUTACION LA MERCED S.A.,CENTRO TECNOLOGICO DE COMPUTACIÓN LA MERCED,94.5,96.8,True,True,True
00-01-7654-46,00-01-7655-46,"COLEGIO MIXTO ""INDO LATINO""","COLEGIO MIXTO ""INDO LATINO""",100.0,100.0,True,True,True
00-01-7729-46,00-01-9849-46,LICEO CLASICO DE COMPUTACION,LICEO CLASICO EN COMPUTACION,96.4,100.0,True,True,True
00-01-7841-46,00-01-9187-46,LICEO PROFESIONAL DE INFORMATICA Y TECNOLOGIA,LICEO PROFESIONAL DE INFORMATICA Y TECNOLOGIA,100.0,100.0,True,True,True
00-01-7912-46,00-01-8938-46,LICEO CANADIENSE,LICEO CANADIENSE,100.0,100.0,True,True,True
00-01-7964-46,00-08-6982-46,COLEGIO PROFESIONAL EN COMPUTACION S.A.,COLEGIO PROFESIONAL EN COMPUTACION S.A.,100.0,38.5,True,True,True
00-01-8096-46,00-01-9027-46,LICEO TECNOLÓGICO METROPOLITANO DE GUATEMALA,LICEO TECNOLOGICO METROPOLITANO DE GUATEMALA,100.0,100.0,True,True,True
00-01-8176-46,00-01-8685-46,COLEGIO DE COMPUTACION Y SISTEMAS ELECTRONICOS,COLEGIO DE COMPUTACION Y SISTEMAS ELECTRONICOS,100.0,78.3,True,True,True
00-01-8337-46,00-01-8338-46,CENTRO DE ESTUDIOS MERCADLOGICOS Y PUBLICITARIOS,CENTRO DE ESTUDIOS MERCADOLOGICOS Y PUBLICITARIOS,99.0,100.0,True,True,True
00-01-8623-46,00-02-0055-46,INSTITUTO PRACTICO MODERNO,INSTITUTO PRÁCTICO MODERNO,100.0,30.3,True,True,True
00-01-8623-46,00-02-0058-46,INSTITUTO PRACTICO MODERNO,INSTITUTO PRÁCTICO MODERNO,100.0,24.2,True,True,True
00-01-8623-46,00-02-0069-46,INSTITUTO PRACTICO MODERNO,INSTITUTO PRÁCTICO MODERNO,100.0,17.1,True,True,True
00-01-8623-46,00-02-0083-46,INSTITUTO PRACTICO MODERNO,INSTITUTO PRACTICO MODERNO,100.0,46.2,True,True,True
00-01-8645-46,00-01-8974-46,COLEGIO MIXTO BILINGUE EN COMPUTACION BEHULA,COLEGIO MIXTO BILINGUE EN COMPUTACION BEHULA,100.0,81.5,True,True,True
00-01-8665-46,00-01-8671-46,COLEGIO TECNICO INTEGRADO,COLEGIO TECNICO INTEGRADO,100.0,100.0,False,True,True
00-01-8669-46,00-01-8670-46,COLEGIO TECNICO INTEGRADO,COLEGIO TECNICO INTEGRADO,100.0,100.0,False,True,True
00-01-8812-46,00-01-8813-46,COLEGIO KEPLER,COLEGIO KEPLER,100.0,100.0,False,True,True
00-01-8842-46,00-01-9600-46,LICEO REGIOMONTANO,LICEO REGIOMONTANO,100.0,100.0,True,True,True
00-01-8935-46,00-01-9192-46,LICEO MIXTO EN COMPUTACION MONTELIMAR,LICEO MIXTO EN COMPUTACION MONTELIMAR,100.0,78.6,True,True,True
00-01-8971-46,00-01-9563-46,LICEO JUAN MANTOVANI,LICEO JUAN MANTOVANI,100.0,100.0,False,True,True
00-01-9037-46,00-01-9622-46,LICEO DE COMPUTACION SIGLO 21,LICEO DE COMPUTACION SIGLO 21,100.0,97.0,False,True,True
00-01-9045-46,00-01-9047-46,INSTITUTO TECNOLOGICO DIGITALES COMERCIALES II,INSTITUTO TECNOLOGICO DIGITALES COMERCIALES II,100.0,100.0,False,True,True
00-01-9070-46,00-01-9387-46,LICEO MIXTO CIENCIAS SECRETARIALES,LICEO MIXTO CIENCIAS SECRETARIALES,100.0,78.6,True,True,True
00-01-9197-46,00-01-9198-46,LICEO EN COMPUTACION 'DEL VALLE',LICEO EN COMPUTACION 'DEL VALLE',100.0,100.0,True,True,True
00-01-9223-46,00-01-9360-46,COLEGIO MIXTO EN COMPUTACION IMANOL,COLEGIO MIXTO EN COMPUTACION IMANOL,100.0,28.6,True,True,True
00-01-9258-46,00-02-0139-46,CENTRO TECNOLOGICO DE COMPUTACION LA MERCED,CENTRO TECNOLOGICO DE COMPUTACIÓN LA MERCED,100.0,96.8,True,True,True
00-01-9598-46,00-01-9599-46,LICEO ADMINISTRATIVO MAYA,LICEO ADMINISTRATIVO MAYA,100.0,100.0,True,True,True
00-01-9615-46,00-01-9616-46,LICEO DE COMPUTACION SIGLO 21 NO.2,LICEO DE COMPUTACION SIGLO 21 NO.2,100.0,100.0,True,True,True
00-01-9615-46,00-01-9622-46,LICEO DE COMPUTACION SIGLO 21 NO.2,LICEO DE COMPUTACION SIGLO 21,92.1,71.0,False,True,True
00-01-9616-46,00-01-9622-46,LICEO DE COMPUTACION SIGLO 21 NO.2,LICEO DE COMPUTACION SIGLO 21,92.1,71.0,False,True,True
00-01-9709-46,00-01-9710-46,COLEGIO DE INVESTIGACION CIENTIFICA CONJUNTA DE GUATEMALA,COLEGIO DE INVESTIGACION CIENTIFICA CONJUNTA DE GUATEMALA,100.0,100.0,True,True,True
00-01-9788-46,00-01-9789-46,COLEGIO VALVERDE NO.2,COLEGIO VALVERDE NO.2,100.0,100.0,True,True,True
00-01-9788-46,00-09-0002-46,COLEGIO VALVERDE NO.2,COLEGIO VALVERDE NO. 3,93.0,55.6,True,True,True
00-01-9788-46,00-09-0004-46,COLEGIO VALVERDE NO.2,COLEGIO VALVERDE NO. 3,93.0,46.7,True,True,True
00-01-9789-46,00-09-0002-46,COLEGIO VALVERDE NO.2,COLEGIO VALVERDE NO. 3,93.0,55.6,True,True,True
00-01-9789-46,00-09-0004-46,COLEGIO VALVERDE NO.2,COLEGIO VALVERDE NO. 3,93.0,46.7,True,True,True
00-01-9790-46,00-09-0023-46,COLEGIO VALVERDE NO.2,COLEGIO VALVERDE NO. 3,93.0,50.0,True,True,True
00-01-9816-46,00-01-9817-46,CENTRO HUMANISTA DE ESTUDIOS TECNOLOGICOS ABRAHAM MASLOW,CENTRO HUMANISTA DE ESTUDIOS TECNOLOGICOS ABRAHAM MASLOW,100.0,100.0,True,True,True
00-02-0027-46,00-02-0028-46,LICEO CRISTIANO EXXITTO,LICEO CRISTIANO EXXITTO,100.0,100.0,True,True,True
00-02-0031-46,00-02-0032-46,COLEGIO EVANGELICO MIXTO LA PATRIA,COLEGIO EVANGELICO MIXTO LA PATRIA,100.0,100.0,False,True,True
00-02-0054-46,00-02-0057-46,ESCUELA SISTEMATIZADA EN COMPUTACIÓN,ESCUELA SISTEMATIZADA EN COMPUTACIÓN,100.0,68.2,True,True,True
00-02-0055-46,00-02-0058-46,INSTITUTO PRÁCTICO MODERNO,INSTITUTO PRÁCTICO MODERNO,100.0,70.0,True,True,True
00-02-0055-46,00-02-0069-46,INSTITUTO PRÁCTICO MODERNO,INSTITUTO PRÁCTICO MODERNO,100.0,47.6,True,True,True
00-02-0055-46,00-02-0083-46,INSTITUTO PRÁCTICO MODERNO,INSTITUTO PRACTICO MODERNO,100.0,42.4,True,True,True
00-02-0056-46,00-02-0065-46,INSTITUTO MIXTO GUATEMALTECO,INSTITUTO MIXTO GUATEMALTECO,100.0,87.0,True,True,True
00-02-0056-46,00-03-0053-46,INSTITUTO MIXTO GUATEMALTECO,INSTITUTO MIXTO GUATEMALTECO,100.0,40.0,True,True,True
00-02-0058-46,00-02-0069-46,INSTITUTO PRÁCTICO MODERNO,INSTITUTO PRÁCTICO MODERNO,100.0,61.9,True,True,True
00-02-0058-46,00-02-0083-46,INSTITUTO PRÁCTICO MODERNO,INSTITUTO PRACTICO MODERNO,100.0,24.2,True,True,True
00-02-0060-46,00-02-0068-46,INSTITUTO TÉCNICO PRIVADO AMERICANO,INSTITUTO PRIVADO TÉCNICO AMERICANO,100.0,87.0,True,True,True
00-02-0061-46,00-02-0070-46,INSTITUTO AMÉRICA,INSTITUTO AMÉRICA,100.0,69.8,True,True,True
00-02-0063-46,00-02-0071-46,COLEGIO MIXTO LA ENSEÑANZA,COLEGIO MIXTO LA ENSEÑANZA,100.0,85.1,True,True,True
00-02-0064-46,00-02-0072-46,ESCUELA SUPERIOR DE INFORMÁTICA,ESCUELA SUPERIOR DE INFORMÁTICA,100.0,73.2,True,True,True
00-02-0064-46,00-02-0080-46,ESCUELA SUPERIOR DE INFORMÁTICA,ESCUELA SUPERIOR DE INFORMÁTICA,100.0,87.0,True,True,True
00-02-0065-46,00-03-0053-46,INSTITUTO MIXTO GUATEMALTECO,INSTITUTO MIXTO GUATEMALTECO,100.0,50.0,True,True,True
00-02-0069-46,00-02-0083-46,INSTITUTO PRÁCTICO MODERNO,INSTITUTO PRACTICO MODERNO,100.0,17.1,True,True,True
00-02-0072-46,00-02-0080-46,ESCUELA SUPERIOR DE INFORMÁTICA,ESCUELA SUPERIOR DE INFORMÁTICA,100.0,88.9,True,True,True
00-02-0078-46,00-02-0115-46,INSTITUTO PRÁCTICO MODERNO,INSTITUTO PRACTICO MODERNO,100.0,48.8,True,True,True
00-02-0091-46,00-02-0092-46,COLEGIO DE SEÑORITAS SANTA INÉS,COLEGIO DE SEÑORITAS SANTA INÉS,100.0,100.0,True,True,True
00-02-0094-46,00-02-0122-46,"COLEGIO EVANGÉLICO MIXTO ""LA PATRIA""","COLEGIO EVANGÉLICO MIXTO ""LA PATRIA""",100.0,82.8,True,True,True
00-02-0094-46,00-02-0131-46,"COLEGIO EVANGÉLICO MIXTO ""LA PATRIA""","COLEGIO EVANGÉLICO MIXTO ""LA PATRIA""",100.0,82.8,False,True,True
00-02-0118-46,00-02-8257-46,INSTITUTO GUATEMALTECO DE EDUCACIÓN RADIOFÓNICA IGER,INSTITUTO GUATEMALTECO DE EDUCACIÓN RADIOFÓNICA IGER,100.0,98.3,True,True,True
00-02-0122-46,00-02-0131-46,"COLEGIO EVANGÉLICO MIXTO ""LA PATRIA""","COLEGIO EVANGÉLICO MIXTO ""LA PATRIA""",100.0,100.0,False,True,True
00-02-0123-46,00-02-0315-46,"COLEGIO EVANGÉLICO MIXTO ""LA PATRIA""","COLEGIO EVANGÉLICO MIXTO ""LA PATRIA""",100.0,78.6,True,True,True
